1.6214e-42,1.2903e-39
1.6214e-42,1.2903e-39
9.2116e-42,5.0601e-39
4.3923e-41,1.8621e-38
1.8983e-40,6.5811e-38
7.6969e-40,2.2619e-37
2.9832e-39,7.6168e-37
1.1179e-38,2.525e-36
4.0811e-38,8.2681e-36
1.4589e-37,2.6804e-35
5.1267e-37,8.618e-35
1.7759e-36,2.7517e-34
6.0774e-36,8.7342e-34
2.0582e-35,2.7583e-33
6.9074e-35,8.6721e-33
2.2998e-34,2.7159e-32
7.6037e-34,8.4763e-32
2.4983e-33,2.6373e-31
8.1624e-33,8.1829e-31
2.6534e-32,2.5326e-30
8.5862e-32,7.8209e-30
2.7669e-31,2.4101e-29
8.8822e-31,7.4132e-29
2.8414e-30,2.2762e-28
9.0604e-30,6.978e-28
2.8805e-29,2.136e-27
9.1326e-29,6.5295e-27
2.888e-28,1.9934e-26
9.1111e-28,6.0787e-26
2.8679e-27,1.8515e-25
9.0086e-27,5.6337e-25
2.8242e-26,1.7125e-24
8.8372e-26,5.2008e-24
2.7605e-25,1.5781e-23
8.6087e-25,4.7842e-23
2.6804e-24,1.4493e-22
8.3336e-24,4.3872e-22
2.5872e-23,1.3271e-21
8.0215e-23,4.0114e-21
2.4838e-22,1.2117e-20
7.681e-22,3.6579e-20
2.3725e-21,1.1035e-19
7.3195e-21,3.3271e-19
2.2556e-20,1.0025e-18
6.9429e-20,3.0185e-18
2.1347e-19,9.0832e-18
6.5562e-19,2.7314e-17
2.0113e-18,8.2081e-17
6.1628e-18,2.4647e-16
1.8861e-17,7.3948e-16
5.7648e-17,2.2167e-15
1.7596e-16,6.6381e-15
5.3626e-16,1.9855e-14
1.6316e-15,5.9312e-14
4.9552e-15,1.769e-13
1.5016e-14,5.2665e-13
4.5392e-14,1.5644e-12
1.3682e-13,4.6352e-12
4.1097e-13,1.369e-11
1.2294e-12,4.0279e-11
3.6599e-12,1.1796e-10
1.0831e-11,3.435e-10
3.1825e-11,9.9338e-10
9.2708e-11,2.8487e-09
2.6726e-10,8.0859e-09
7.6073e-10,2.2667e-08
2.1325e-09,6.2583e-08
5.8683e-09,1.6965e-07
1.5794e-08,4.4987e-07
4.1396e-08,1.1618e-06
1.0513e-07,2.9073e-06
2.5728e-07,7.0106e-06
6.0293e-07,1.6188e-05
1.3441e-06,3.5553e-05
2.8305e-06,7.3748e-05
5.5914e-06,0.00014345
1.0291e-05,0.00025987
1.7539e-05,0.0004356
2.7527e-05,0.0006718
3.9618e-05,0.00094868
5.2112e-05,0.0012218
6.2488e-05,0.00143
6.8143e-05,0.0015144
6.733e-05,0.0014409
5.9809e-05,0.0012132
4.6883e-05,0.00087035
3.0863e-05,0.00047224
1.4286e-05,7.9597e-05
-7.4395e-07,-0.00026063
-1.2897e-05,-0.00052183
-2.1644e-05,-0.00069672
-2.708e-05,-0.00079207
-2.9681e-05,-0.00082239
-3.0084e-05,-0.0008047
-2.8936e-05,-0.00075509
-2.6798e-05,-0.00068698
-2.412e-05,-0.00061052
-2.1227e-05,-0.00053282
-1.8345e-05,-0.00045847
-1.5613e-05,-0.00039011
-1.3112e-05,-0.00032902
-1.0876e-05,-0.00027554
-8.9149e-06,-0.00022945
-7.2173e-06,-0.0001902
-5.7634e-06,-0.00015709
-4.5286e-06,-0.00012936
-3.4867e-06,-0.00010627
-2.6121e-06,-8.7134e-05
-1.8809e-06,-7.1328e-05
-1.2716e-06,-5.8314e-05
-7.6533e-07,-4.7622e-05
-3.4554e-07,-3.8856e-05
1.9314e-09,-3.1679e-05
2.8912e-07,-2.5811e-05
5.2619e-07,-2.1018e-05
7.2171e-07,-1.7106e-05
8.8281e-07,-1.3916e-05
1.0155e-06,-1.1316e-05
1.1246e-06,-9.197e-06
1.2145e-06,-7.4716e-06
1.2883e-06,-6.067e-06
1.349e-06,-4.9238e-06
1.3989e-06,-3.9936e-06
1.4398e-06,-3.2368e-06
1.4735e-06,-2.6212e-06
1.5011e-06,-2.1206e-06
1.5238e-06,-1.7134e-06
1.5424e-06,-1.3824e-06
1.5577e-06,-1.1132e-06
1.5703e-06,-8.9441e-07
1.5806e-06,-7.1649e-07
1.5891e-06,-5.7185e-07
1.5961e-06,-4.5425e-07
1.6018e-06,-3.5863e-07
1.6065e-06,-2.8088e-07
1.6104e-06,-2.1765e-07
1.6136e-06,-1.6621e-07
1.6163e-06,-1.2436e-07
1.6184e-06,-9.0302e-08
1.6203e-06,-6.2566e-08
1.6218e-06,-3.997e-08
1.623e-06,-2.1548e-08
1.6241e-06,-6.5157e-09
1.6249e-06,5.763e-09
1.6257e-06,1.5806e-08
1.6263e-06,2.4033e-08
1.6268e-06,3.0786e-08
1.6273e-06,3.6342e-08
1.6277e-06,4.0926e-08
1.628e-06,4.4721e-08
1.6283e-06,4.7876e-08
1.6286e-06,5.051e-08
1.6289e-06,5.2723e-08
1.6291e-06,5.4593e-08
1.6293e-06,5.6186e-08
1.6295e-06,5.7552e-08
1.6297e-06,5.8736e-08
1.6298e-06,5.9771e-08
1.63e-06,6.0685e-08
1.6301e-06,6.1502e-08
1.6303e-06,6.2239e-08
1.6304e-06,6.2911e-08
1.6306e-06,6.3532e-08
1.6307e-06,6.4109e-08
1.6309e-06,6.4653e-08
1.631e-06,6.5168e-08
1.6312e-06,6.5661e-08
1.6313e-06,6.6135e-08
1.6314e-06,6.6594e-08
1.6316e-06,6.7041e-08
1.6317e-06,6.7478e-08
1.6319e-06,6.7907e-08
1.632e-06,6.833e-08
1.6321e-06,6.8747e-08
1.6323e-06,6.916e-08
1.6324e-06,6.9569e-08
1.6326e-06,6.9976e-08
1.6327e-06,7.038e-08
1.6328e-06,7.0782e-08
1.633e-06,7.1183e-08
1.6331e-06,7.1582e-08
1.6333e-06,7.198e-08
1.6334e-06,7.2377e-08
1.6336e-06,7.2773e-08
1.6337e-06,7.3169e-08
1.6339e-06,7.3564e-08
1.634e-06,7.3959e-08
1.6342e-06,7.4353e-08
1.6343e-06,7.4747e-08
1.6345e-06,7.5141e-08
1.6346e-06,7.5534e-08
1.6348e-06,7.5927e-08
1.6349e-06,7.632e-08
1.6351e-06,7.6713e-08
1.6352e-06,7.7106e-08
1.6354e-06,7.7498e-08
1.6355e-06,7.789e-08
1.6357e-06,7.8282e-08
1.6359e-06,7.8674e-08
1.636e-06,7.9065e-08
1.6362e-06,7.9457e-08
1.6363e-06,7.9848e-08
1.6365e-06,8.0239e-08
1.6367e-06,8.063e-08
1.6368e-06,8.1021e-08
1.637e-06,8.1411e-08
1.6372e-06,8.1802e-08
1.6373e-06,8.2192e-08
1.6375e-06,8.2582e-08
1.6377e-06,8.2973e-08
1.6378e-06,8.3362e-08
1.638e-06,8.3752e-08
1.6382e-06,8.4142e-08
1.6383e-06,8.4531e-08
1.6385e-06,8.4921e-08
1.6387e-06,8.531e-08
1.6388e-06,8.5699e-08
1.639e-06,8.6088e-08
1.6392e-06,8.6476e-08
1.6394e-06,8.6865e-08
1.6395e-06,8.7253e-08
1.6397e-06,8.7641e-08
1.6399e-06,8.8029e-08
1.6401e-06,8.8417e-08
1.6403e-06,8.8805e-08
1.6404e-06,8.9193e-08
1.6406e-06,8.958e-08
1.6408e-06,8.9967e-08
1.641e-06,9.0354e-08
1.6412e-06,9.0741e-08
1.6413e-06,9.1128e-08
1.6415e-06,9.1515e-08
1.6417e-06,9.1901e-08
1.6419e-06,9.2288e-08
1.6421e-06,9.2674e-08
1.6423e-06,9.306e-08
1.6425e-06,9.3445e-08
1.6427e-06,9.3831e-08
1.6428e-06,9.4217e-08
1.643e-06,9.4602e-08
1.6432e-06,9.4987e-08
1.6434e-06,9.5372e-08
1.6436e-06,9.5757e-08
1.6438e-06,9.6141e-08
1.644e-06,9.6526e-08
1.6442e-06,9.691e-08
1.6444e-06,9.7294e-08
1.6446e-06,9.7678e-08
1.6448e-06,9.8062e-08
1.645e-06,9.8445e-08
1.6452e-06,9.8829e-08
1.6454e-06,9.9212e-08
1.6456e-06,9.9595e-08
1.6458e-06,9.9978e-08
1.646e-06,1.0036e-07
1.6462e-06,1.0074e-07
1.6464e-06,1.0113e-07
1.6466e-06,1.0151e-07
1.6468e-06,1.0189e-07
1.647e-06,1.0227e-07
1.6472e-06,1.0265e-07
1.6474e-06,1.0303e-07
1.6476e-06,1.0342e-07
1.6479e-06,1.038e-07
1.6481e-06,1.0418e-07
1.6483e-06,1.0456e-07
1.6485e-06,1.0494e-07
1.6487e-06,1.0532e-07
1.6489e-06,1.057e-07
1.6491e-06,1.0608e-07
1.6493e-06,1.0646e-07
1.6496e-06,1.0684e-07
1.6498e-06,1.0722e-07
1.65e-06,1.076e-07
1.6502e-06,1.0797e-07
1.6504e-06,1.0835e-07
1.6507e-06,1.0873e-07
1.6509e-06,1.0911e-07
1.6511e-06,1.0949e-07
1.6513e-06,1.0987e-07
1.6515e-06,1.1024e-07
1.6518e-06,1.1062e-07
1.652e-06,1.11e-07
1.6522e-06,1.1138e-07
1.6524e-06,1.1175e-07
1.6527e-06,1.1213e-07
1.6529e-06,1.1251e-07
1.6531e-06,1.1288e-07
1.6534e-06,1.1326e-07
1.6536e-06,1.1364e-07
1.6538e-06,1.1401e-07
1.6541e-06,1.1439e-07
1.6543e-06,1.1476e-07
1.6545e-06,1.1514e-07
1.6548e-06,1.1551e-07
1.655e-06,1.1589e-07
1.6552e-06,1.1626e-07
1.6555e-06,1.1664e-07
1.6557e-06,1.1701e-07
1.6559e-06,1.1738e-07
1.6562e-06,1.1776e-07
1.6564e-06,1.1813e-07
1.6567e-06,1.185e-07
1.6569e-06,1.1888e-07
1.6571e-06,1.1925e-07
1.6574e-06,1.1962e-07
1.6576e-06,1.1999e-07
1.6579e-06,1.2037e-07
1.6581e-06,1.2074e-07
1.6584e-06,1.2111e-07
1.6586e-06,1.2148e-07
1.6589e-06,1.2185e-07
1.6591e-06,1.2222e-07
1.6594e-06,1.2259e-07
1.6596e-06,1.2297e-07
1.6599e-06,1.2334e-07
1.6601e-06,1.2371e-07
1.6604e-06,1.2408e-07
1.6606e-06,1.2445e-07
1.6609e-06,1.2482e-07
1.6611e-06,1.2518e-07
1.6614e-06,1.2555e-07
1.6616e-06,1.2592e-07
1.6619e-06,1.2629e-07
1.6622e-06,1.2666e-07
1.6624e-06,1.2703e-07
1.6627e-06,1.274e-07
1.6629e-06,1.2776e-07
1.6632e-06,1.2813e-07
1.6635e-06,1.285e-07
1.6637e-06,1.2886e-07
1.664e-06,1.2923e-07
1.6643e-06,1.296e-07
1.6645e-06,1.2996e-07
1.6648e-06,1.3033e-07
1.6651e-06,1.307e-07
1.6653e-06,1.3106e-07
1.6656e-06,1.3143e-07
1.6659e-06,1.3179e-07
1.6661e-06,1.3216e-07
1.6664e-06,1.3252e-07
1.6667e-06,1.3289e-07
1.6669e-06,1.3325e-07
1.6672e-06,1.3361e-07
1.6675e-06,1.3398e-07
1.6678e-06,1.3434e-07
1.668e-06,1.347e-07
1.6683e-06,1.3507e-07
1.6686e-06,1.3543e-07
1.6689e-06,1.3579e-07
1.6692e-06,1.3615e-07
1.6694e-06,1.3652e-07
1.6697e-06,1.3688e-07
1.67e-06,1.3724e-07
1.6703e-06,1.376e-07
1.6706e-06,1.3796e-07
1.6708e-06,1.3832e-07
1.6711e-06,1.3868e-07
1.6714e-06,1.3904e-07
1.6717e-06,1.394e-07
1.672e-06,1.3976e-07
1.6723e-06,1.4012e-07
1.6726e-06,1.4048e-07
1.6728e-06,1.4084e-07
1.6731e-06,1.412e-07
1.6734e-06,1.4156e-07
1.6737e-06,1.4192e-07
1.674e-06,1.4227e-07
1.6743e-06,1.4263e-07
1.6746e-06,1.4299e-07
1.6749e-06,1.4335e-07
1.6752e-06,1.437e-07
1.6755e-06,1.4406e-07
1.6758e-06,1.4442e-07
1.6761e-06,1.4477e-07
1.6764e-06,1.4513e-07
1.6767e-06,1.4548e-07
1.677e-06,1.4584e-07
1.6773e-06,1.4619e-07
1.6776e-06,1.4655e-07
1.6779e-06,1.469e-07
1.6782e-06,1.4726e-07
1.6785e-06,1.4761e-07
1.6788e-06,1.4796e-07
1.6791e-06,1.4832e-07
1.6794e-06,1.4867e-07
1.6797e-06,1.4902e-07
1.68e-06,1.4938e-07
1.6803e-06,1.4973e-07
1.6806e-06,1.5008e-07
1.6809e-06,1.5043e-07
1.6812e-06,1.5078e-07
1.6816e-06,1.5114e-07
1.6819e-06,1.5149e-07
1.6822e-06,1.5184e-07
1.6825e-06,1.5219e-07
1.6828e-06,1.5254e-07
1.6831e-06,1.5289e-07
1.6834e-06,1.5324e-07
1.6838e-06,1.5359e-07
1.6841e-06,1.5394e-07
1.6844e-06,1.5428e-07
1.6847e-06,1.5463e-07
1.685e-06,1.5498e-07
1.6854e-06,1.5533e-07
1.6857e-06,1.5568e-07
1.686e-06,1.5602e-07
1.6863e-06,1.5637e-07
1.6866e-06,1.5672e-07
1.687e-06,1.5706e-07
1.6873e-06,1.5741e-07
1.6876e-06,1.5776e-07
1.6879e-06,1.581e-07
1.6883e-06,1.5845e-07
1.6886e-06,1.5879e-07
1.6889e-06,1.5914e-07
1.6893e-06,1.5948e-07
1.6896e-06,1.5983e-07
1.6899e-06,1.6017e-07
1.6903e-06,1.6051e-07
1.6906e-06,1.6086e-07
1.6909e-06,1.612e-07
1.6913e-06,1.6154e-07
1.6916e-06,1.6188e-07
1.6919e-06,1.6223e-07
1.6923e-06,1.6257e-07
1.6926e-06,1.6291e-07
1.6929e-06,1.6325e-07
1.6933e-06,1.6359e-07
1.6936e-06,1.6393e-07
1.694e-06,1.6427e-07
1.6943e-06,1.6461e-07
1.6946e-06,1.6495e-07
1.695e-06,1.6529e-07
1.6953e-06,1.6563e-07
1.6957e-06,1.6597e-07
1.696e-06,1.6631e-07
1.6964e-06,1.6665e-07
1.6967e-06,1.6698e-07
1.6971e-06,1.6732e-07
1.6974e-06,1.6766e-07
1.6978e-06,1.6799e-07
1.6981e-06,1.6833e-07
1.6985e-06,1.6867e-07
1.6988e-06,1.69e-07
1.6992e-06,1.6934e-07
1.6995e-06,1.6967e-07
1.6999e-06,1.7001e-07
1.7002e-06,1.7034e-07
1.7006e-06,1.7068e-07
1.7009e-06,1.7101e-07
1.7013e-06,1.7135e-07
