0.000000000000000000e+00 0.000000000000000000e+00
6.289350384444184795e-03 3.955723223423690782e-05
1.257795439362587378e-02 1.582257993773870757e-04
1.886506570149035916e-02 3.559963129364646355e-04
2.514993808039580128e-02 6.328531260421355574e-04
3.143182545031283220e-02 9.887743343771468376e-04
3.770998192801600785e-02 1.423731777476060223e-03
4.398366187626435303e-02 1.937691040396218121e-03
5.025211995296828549e-02 2.530611455759857690e-03
5.651461116034016408e-02 3.202446106167265369e-03
6.277039089402582095e-02 3.953141826980839137e-03
6.901871499221430561e-02 4.782639209479918642e-03
7.525883978472298896e-02 5.690872604386209080e-03
8.149002214205566808e-02 6.677770125759625343e-03
8.771151952443057009e-02 7.743253655264343074e-03
9.392259003077561841e-02 8.887238846804810730e-03
1.001224924476885325e-01 1.010963513153152575e-02
1.063104862983587362e-01 1.141034572321627735e-02
1.124858318914484234e-01 1.278926762399657836e-02
1.186477903699301173e-01 1.424629163048895565e-02
1.247956237598781548e-01 1.578130234027085022e-02
1.309285950192110304e-01 1.739417815873072967e-02
1.370459680863824470e-01 1.908479130628602805e-02
1.431470079290174946e-01 2.085300782596857805e-02
1.492309805924925403e-01 2.269868759137718198e-02
1.552971532484547779e-01 2.462168431499675569e-02
1.613447942432797433e-01 2.662184555688373866e-02
1.673731731464636330e-01 2.869901273371727735e-02
1.733815607989477037e-01 3.085302112821564427e-02
1.793692293613726452e-01 3.308369989891752488e-02
1.853354523622593730e-01 3.539087209032751313e-02
1.912795047461141595e-01 3.777435464342535076e-02
1.972006629214555218e-01 4.023395840653837957e-02
2.030982048087596470e-01 4.276948814657659942e-02
2.089714098883223292e-01 4.538074256062969020e-02
2.148195592480341143e-01 4.806751428792552933e-02
2.206419356310666269e-01 5.082958992214934441e-02
2.264378234834670545e-01 5.366675002412319567e-02
2.322065090016583178e-01 5.657876913484471970e-02
2.379472801798419579e-01 5.956541578888466942e-02
2.436594268573015754e-01 6.262645252814263985e-02
2.493422407656041007e-01 6.576163591596005664e-02
2.549950155756955938e-01 6.897071655158955317e-02
2.606170469448904625e-01 7.225343908502063206e-02
2.662076325637494079e-01 7.560954223215987646e-02
2.717660722028453768e-01 7.903875879036563468e-02
2.772916677594141066e-01 8.254081565433626921e-02
2.827837233038863474e-01 8.611543383235059634e-02
2.882415451263000139e-01 8.976232846286044675e-02
2.936644417825886588e-01 9.348120883143382076e-02
2.990517241407447679e-01 9.727177838804802745e-02
3.044027054268546029e-01 1.011337347647321000e-01
3.097167012710020373e-01 1.050667697935568634e-01
3.149930297530394441e-01 1.090705695249726687e-01
3.202310114482219139e-01 1.131448142464929335e-01
3.254299694727039172e-01 1.172891785017229349e-01
3.305892295288940796e-01 1.215033311097332286e-01
3.357081199506671276e-01 1.257869351847755168e-01
3.407859717484290618e-01 1.301396481563411589e-01
3.458221186540346714e-01 1.345611217895607836e-01
3.508158971655526703e-01 1.390510022059434914e-01
3.557666465918786769e-01 1.436089299044553402e-01
3.606737090971910420e-01 1.482345397829355205e-01
3.655364297452485811e-01 1.529274611598488987e-01
3.703541565435272132e-01 1.576873177963746542e-01
3.751262404871929523e-01 1.625137279188284822e-01
3.798520356029090328e-01 1.674063042414187796e-01
3.845308989924750565e-01 1.723646539893340934e-01
3.891621908762940008e-01 1.773883789221615548e-01
3.937452746366677525e-01 1.824770753576350490e-01
3.982795168609151726e-01 1.876303341957110682e-01
4.027642873843133575e-01 1.928477409429719958e-01
4.071989593328574908e-01 1.981288757373550480e-01
4.115829091658385064e-01 2.034733133732050392e-01
4.159155167182343460e-01 2.088806233266508605e-01
4.201961652429150318e-01 2.143503697813034514e-01
4.244242414526563367e-01 2.198821116542736265e-01
4.285991355619614973e-01 2.254754026225095631e-01
4.327202413286886928e-01 2.311297911494515633e-01
4.367869560954801833e-01 2.368448205120027295e-01
4.407986808309933835e-01 2.426200288278147210e-01
4.447548201709292104e-01 2.484549490828866225e-01
4.486547824588568156e-01 2.543491091594758391e-01
4.524979797868314835e-01 2.603020318643186060e-01
4.562838280358048060e-01 2.663132349571608048e-01
4.600117469158228611e-01 2.723822311795945916e-01
4.636811600060115057e-01 2.785085282842011956e-01
4.672914947943471176e-01 2.846916290639992519e-01
4.708421827172080132e-01 2.909310313821941163e-01
4.743326591987073182e-01 2.972262282022289370e-01
4.777623636898031267e-01 3.035767076181361546e-01
4.811307397071841740e-01 3.099819528851852080e-01
4.844372348719291343e-01 3.164414424508285584e-01
4.876813009479372685e-01 3.229546499859402564e-01
4.908623938801279785e-01 3.295210444163494401e-01
4.939799738324073264e-01 3.361400899546642118e-01
4.970335052253990749e-01 3.428112461323846727e-01
5.000224567739388615e-01 3.495339678323055033e-01
5.029463015243285096e-01 3.563077053212033163e-01
5.058045168913484213e-01 3.631319042828088373e-01
5.085965846950271096e-01 3.700060058510626915e-01
5.113219911971639275e-01 3.769294466436510782e-01
5.139802271376046061e-01 3.839016587958206661e-01
5.165707877702664375e-01 3.909220699944725985e-01
5.190931728989115479e-01 3.979901035125298914e-01
5.215468869126662632e-01 4.051051782435798887e-01
5.239314388212837903e-01 4.122667087367881122e-01
5.262463422901499932e-01 4.194741052320830610e-01
5.284911156750276007e-01 4.267267736956085189e-01
5.306652820565394002e-01 4.340241158554415390e-01
5.327683692743870880e-01 4.413655292375768813e-01
5.347999099613034435e-01 4.487504072021722412e-01
5.367594415767378280e-01 4.561781389800542708e-01
5.386465064402703451e-01 4.636481097094843906e-01
5.404606517647556618e-01 4.711597004731805094e-01
5.422014296891911611e-01 4.787122883355927616e-01
5.438683973113117576e-01 4.863052463804339309e-01
5.454611167199053812e-01 4.939379437484592295e-01
5.469791550268496838e-01 5.016097456754946560e-01
5.484220843988680816e-01 5.093200135307134335e-01
5.497894820890019130e-01 5.170681048551561965e-01
5.510809304677980469e-01 5.248533734004934281e-01
5.522960170542102754e-01 5.326751691680300382e-01
5.534343345462109376e-01 5.405328384479469728e-01
5.544954808511144417e-01 5.484257238587801897e-01
5.554790591156059110e-01 5.563531643871331145e-01
5.563846777554791734e-01 5.643144954276225755e-01
5.572119504850767679e-01 5.723090488230537787e-01
5.579604963464339651e-01 5.803361529048232104e-01
5.586299397381239151e-01 5.883951325335486926e-01
5.592199104438017043e-01 5.964853091399214824e-01
5.597300436604464302e-01 6.046060007657804158e-01
5.601599800262990758e-01 6.127565221054059874e-01
5.605093656484956277e-01 6.209361845470308117e-01
5.607778521303919961e-01 6.291442962145645801e-01
5.609650965985806259e-01 6.373801620095332909e-01
5.610707617295971339e-01 6.456430836532267570e-01
5.610945157763137514e-01 6.539323597290563894e-01
5.610360325940211279e-01 6.622472857251165967e-01
5.608949916661928325e-01 6.705871540769527961e-01
5.606710781299356627e-01 6.789512542105277104e-01
5.603639828011197643e-01 6.873388725853882830e-01
5.599734021991901178e-01 6.957492927380305447e-01
5.594990385716572812e-01 7.041817953254556617e-01
5.589405999182649465e-01 7.126356581689214931e-01
5.582978000148333120e-01 7.211101562978818880e-01
5.575703584367783794e-01 7.296045619941146088e-01
5.567580005823027367e-01 7.381181448360325525e-01
5.558604576952592691e-01 7.466501717431806018e-01
5.548774668876843563e-01 7.551999070209102216e-01
5.538087711620017783e-01 7.637666124052322481e-01
5.526541194328918882e-01 7.723495471078477559e-01
5.514132665488291618e-01 7.809479678613490128e-01
5.500859733132840157e-01 7.895611289645921849e-01
5.486720065055883389e-01 7.981882823282396844e-01
5.471711389014635163e-01 8.068286775204662753e-01
5.455831492932100568e-01 8.154815618128306021e-01
5.439078225095564934e-01 8.241461802263058134e-01
5.421449494351679999e-01 8.328217755774700581e-01
